technology,carrier,province,year,share,target_mw_before_existing_stock_adjustment,lower_limit_mw_before_existing_stock_adjustment,upper_limit_mw_before_existing_stock_adjustment,national_target_mw,lower_multiplier,upper_multiplier,allocation_basis,national_source_note
Nuclear,nuclear,InnerMongolia,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangsu,2030,0.120922,14510.586216,0.0,14510.586216,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangxi,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jilin,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Liaoning,2030,0.102366,12283.931588,0.0,12283.931588,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Ningxia,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Qinghai,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shaanxi,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shandong,2030,0.049719,5966.293259,0.0,5966.293259,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanghai,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanxi,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Sichuan,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tianjin,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tibet,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Xinjiang,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Yunnan,2030,0.0,0.0,0.0,0.0,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Zhejiang,2030,0.166267,19952.054932,0.0,19952.054932,120000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Anhui,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Beijing,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Chongqing,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Fujian,2035,0.201914,32306.256723,0.0,32306.256723,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Gansu,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangdong,2035,0.295277,47244.312924,0.0,47244.312924,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangxi,2035,0.039746,6359.360947,0.0,6359.360947,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guizhou,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hainan,2035,0.023789,3806.24808,0.0,3806.24808,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hebei,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Heilongjiang,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Henan,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hubei,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hunan,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,InnerMongolia,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangsu,2035,0.120922,19347.448287,0.0,19347.448287,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangxi,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jilin,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Liaoning,2035,0.102366,16378.575451,0.0,16378.575451,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Ningxia,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Qinghai,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shaanxi,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shandong,2035,0.049719,7955.057678,0.0,7955.057678,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanghai,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanxi,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Sichuan,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tianjin,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tibet,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Xinjiang,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Yunnan,2035,0.0,0.0,0.0,0.0,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Zhejiang,2035,0.166267,26602.739909,0.0,26602.739909,160000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Anhui,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Beijing,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Chongqing,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Fujian,2040,0.201914,45430.673517,0.0,45430.673517,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Gansu,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangdong,2040,0.295277,66437.315049,0.0,66437.315049,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangxi,2040,0.039746,8942.851332,0.0,8942.851332,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guizhou,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hainan,2040,0.023789,5352.536362,0.0,5352.536362,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hebei,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Heilongjiang,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Henan,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hubei,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hunan,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,InnerMongolia,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangsu,2040,0.120922,27207.349154,0.0,27207.349154,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangxi,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jilin,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Liaoning,2040,0.102366,23032.371728,0.0,23032.371728,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Ningxia,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Qinghai,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shaanxi,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shandong,2040,0.049719,11186.79986,0.0,11186.79986,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanghai,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanxi,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Sichuan,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tianjin,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tibet,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Xinjiang,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Yunnan,2040,0.0,0.0,0.0,0.0,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Zhejiang,2040,0.166267,37410.102997,0.0,37410.102997,225000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Anhui,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Beijing,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Chongqing,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Fujian,2045,0.201914,56535.949266,0.0,56535.949266,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Gansu,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Guangdong,2045,0.295277,82677.547617,0.0,82677.547617,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Guangxi,2045,0.039746,11128.881657,0.0,11128.881657,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Guizhou,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Hainan,2045,0.023789,6660.93414,0.0,6660.93414,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Hebei,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Heilongjiang,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Henan,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Hubei,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Hunan,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,InnerMongolia,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Jiangsu,2045,0.120922,33858.034503,0.0,33858.034503,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Jiangxi,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Jilin,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Liaoning,2045,0.102366,28662.507039,0.0,28662.507039,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Ningxia,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Qinghai,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Shaanxi,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Shandong,2045,0.049719,13921.350937,0.0,13921.350937,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Shanghai,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Shanxi,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Sichuan,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Tianjin,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Tibet,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Xinjiang,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Yunnan,2045,0.0,0.0,0.0,0.0,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Zhejiang,2045,0.166267,46554.794841,0.0,46554.794841,280000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,linear_interpolation_2040_2050
Nuclear,nuclear,Anhui,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Beijing,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Chongqing,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Fujian,2050,0.201914,67641.225015,0.0,67641.225015,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Gansu,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangdong,2050,0.295277,98917.780185,0.0,98917.780185,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guangxi,2050,0.039746,13314.911983,0.0,13314.911983,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Guizhou,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hainan,2050,0.023789,7969.331917,0.0,7969.331917,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hebei,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Heilongjiang,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Henan,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hubei,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Hunan,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,InnerMongolia,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangsu,2050,0.120922,40508.719852,0.0,40508.719852,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jiangxi,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Jilin,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Liaoning,2050,0.102366,34292.642351,0.0,34292.642351,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Ningxia,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Qinghai,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shaanxi,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shandong,2050,0.049719,16655.902014,0.0,16655.902014,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanghai,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Shanxi,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Sichuan,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tianjin,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Tibet,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Xinjiang,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Yunnan,2050,0.0,0.0,0.0,0.0,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Zhejiang,2050,0.166267,55699.486684,0.0,55699.486684,335000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,mid_scenario_anchor_from_user
Nuclear,nuclear,Anhui,2055,0.0,0.0,0.0,0.0,390000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,designed_extension_for_2060_path
Nuclear,nuclear,Beijing,2055,0.0,0.0,0.0,0.0,390000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,designed_extension_for_2060_path
Nuclear,nuclear,Chongqing,2055,0.0,0.0,0.0,0.0,390000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,designed_extension_for_2060_path
Nuclear,nuclear,Fujian,2055,0.201914,78746.500763,0.0,78746.500763,390000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,designed_extension_for_2060_path
Nuclear,nuclear,Gansu,2055,0.0,0.0,0.0,0.0,390000.0,0.0,1.0,data/existing_infrastructure/nuclear_capacity.csv: 2020+2025,designed_extension_for_2060_path
